Time:      13212  NODE1: [ 99, -60, -53, -49, -56, -54, -58,  99; -61,  99, -67, -66, -66, -79, -60,  99; -53, -67,  99, -54, -54, -55, -57,  99; -51, -67, -55,  99, -55, -44, -60,  99; -55, -63, -53, -54,  99, -46, -69,  99; -54, -78, -55, -43, -47,  99, -80,  99; -56, -57, -55, -58, -69, -79,  99,  99;  99,  99,  99,  99,  99,  99,  99,  99]
Time:      13255  NODE1: [ 99, -60, -54, -49, -56, -54, -58,  99; -61,  99, -67, -67, -66, -79, -60,  99; -54, -67,  99, -54, -54, -55, -57,  99; -51, -67, -55,  99, -55, -44, -60,  99; -55, -63, -53, -54,  99, -46, -69,  99; -54, -78, -55, -43, -47,  99, -80,  99; -56, -57, -56, -57, -69, -78,  99,  99;  99,  99,  99,  99,  99,  99,  99,  99]
Time:      13298  NODE1: [ 99, -60, -53, -51, -56, -55, -58,  99; -61,  99, -67, -66, -66, -78, -60,  99; -53, -67,  99, -55, -54, -55, -57,  99; -51, -66, -55,  99, -55, -44, -60,  99; -55, -63, -53, -54,  99, -46, -69,  99; -55, -78, -55, -43, -47,  99, -80,  99; -57, -57, -55, -58, -69, -78,  99,  99;  99,  99,  99,  99,  99,  99,  99,  99]
Time:      13341  NODE1: [ 99, -59, -54, -51, -57, -55, -58,  99; -61,  99, -67, -66, -66, -78, -60,  99; -54, -67,  99, -54, -54, -55, -57,  99; -51, -66, -55,  99, -55, -44, -60,  99; -55, -63, -53, -53,  99, -46, -69,  99; -55, -78, -55, -43, -47,  99, -80,  99; -57, -57, -55, -58, -69, -78,  99,  99;  99,  99,  99,  99,  99,  99,  99,  99]
Time:      13384  NODE1: [ 99, -61, -55, -52, -56, -54, -60,  99; -63,  99, -67, -67, -66, -80, -60,  99; -55, -66,  99, -54, -54, -56, -57,  99; -53, -68, -55,  99, -55, -44, -60,  99; -55, -64, -53, -53,  99, -46, -69,  99; -54, -78, -55, -43, -46,  99, -81,  99; -58, -57, -56, -57, -69, -79,  99,  99;  99,  99,  99,  99,  99,  99,  99,  99]
Time:      13427  NODE1: [ 99, -61, -56, -51, -56, -54, -58,  99; -62,  99, -65, -66, -66, -80, -60,  99; -57, -65,  99, -54, -54, -55, -57,  99; -52, -67, -55,  99, -55, -44, -60,  99; -55, -64, -53, -54,  99, -46, -69,  99; -54, -79, -55, -43, -47,  99, -79,  99; -57, -57, -56, -58, -69, -78,  99,  99;  99,  99,  99,  99,  99,  99,  99,  99]
Time:      13470  NODE1: [ 99, -61, -57, -51, -56, -54, -58,  99; -62,  99, -66, -66, -66, -80, -60,  99; -57, -65,  99, -54, -54, -55, -57,  99; -52, -67, -55,  99, -55, -44, -60,  99; -55, -63, -53, -54,  99, -46, -69,  99; -54, -79, -55, -43, -46,  99, -79,  99; -57, -57, -55, -57, -69, -78,  99,  99;  99,  99,  99,  99,  99,  99,  99,  99]
Time:      13513  NODE1: [ 99, -61, -55, -52, -55, -53, -58,  99; -62,  99, -66, -66, -66, -80, -60,  99; -55, -65,  99, -54, -54, -55, -57,  99; -53, -67, -55,  99, -55, -44, -60,  99; -55, -64, -53, -54,  99, -46, -69,  99; -52, -79, -55, -43, -46,  99, -80,  99; -56, -57, -55, -57, -69, -78,  99,  99;  99,  99,  99,  99,  99,  99,  99,  99]
Time:      13556  NODE1: [ 99, -64, -53, -52, -55, -56, -58,  99; -64,  99, -66, -66, -66, -79, -60,  99; -53, -64,  99, -54, -54, -55, -57,  99; -53, -67, -55,  99, -55, -44, -60,  99; -55, -64, -53, -54,  99, -46, -69,  99; -56, -78, -55, -43, -47,  99, -77,  99; -57, -57, -56, -57, -69, -76,  99,  99;  99,  99,  99,  99,  99,  99,  99,  99]
Time:      13599  NODE1: [ 99, -61, -54, -53, -55, -54, -58,  99; -63,  99, -66, -66, -66, -78, -60,  99; -54, -65,  99, -54, -54, -56, -57,  99; -54, -67, -55,  99, -55, -44, -60,  99; -55, -64, -52, -53,  99, -46, -69,  99; -54, -77, -55, -43, -46,  99, -77,  99; -56, -57, -57, -57, -69, -75,  99,  99;  99,  99,  99,  99,  99,  99,  99,  99]
Time:      13642  NODE1: [ 99, -64, -54, -53, -55, -55, -60,  99; -65,  99, -65, -66, -66, -79, -60,  99; -54, -65,  99, -52, -54, -55, -57,  99; -54, -67, -54,  99, -56, -44, -60,  99; -55, -64, -53, -54,  99, -46, -69,  99; -54, -79, -55, -43, -46,  99, -77,  99; -58, -57, -56, -58, -69, -75,  99,  99;  99,  99,  99,  99,  99,  99,  99,  99]
Time:      13685  NODE1: [ 99, -62, -54, -52, -56, -54, -60,  99; -63,  99, -64, -66, -66, -78, -60,  99; -54, -64,  99, -53, -54, -56, -57,  99; -53, -67, -54,  99, -55, -44, -60,  99; -55, -64, -52, -54,  99, -46, -69,  99; -54, -78, -56, -43, -47,  99, -77,  99; -58, -57, -56, -57, -69, -75,  99,  99;  99,  99,  99,  99,  99,  99,  99,  99]
Time:      13728  NODE1: [ 99, -62, -53, -53, -56, -55, -58,  99; -63,  99, -68, -63, -66, -76, -60,  99; -54, -67,  99, -53, -54, -55, -57,  99; -54, -64, -54,  99, -55, -44, -60,  99; -55, -63, -53, -54,  99, -46, -69,  99; -55, -75, -55, -43, -47,  99, -80,  99; -57, -56, -55, -58, -69, -79,  99,  99;  99,  99,  99,  99,  99,  99,  99,  99]
Time:      13771  NODE1: [ 99, -62, -52, -52, -56, -55, -58,  99; -63,  99, -67, -64, -66, -78, -60,  99; -52, -68,  99, -53, -54, -55, -57,  99; -54, -65, -54,  99, -56, -44, -60,  99; -55, -64, -53, -54,  99, -46, -69,  99; -55, -77, -55, -43, -47,  99, -77,  99; -57, -57, -56, -60, -70, -75,  99,  99;  99,  99,  99,  99,  99,  99,  99,  99]
Time:      13814  NODE1: [ 99, -59, -51, -52, -57, -55, -58,  99; -61,  99, -65, -63, -67, -78, -60,  99; -51, -64,  99, -55, -54, -56, -57,  99; -53, -64, -57,  99, -56, -44, -60,  99; -55, -65, -53, -54,  99, -46, -69,  99; -55, -77, -55, -43, -47,  99, -78,  99; -57, -57, -57, -64, -69, -76,  99,  99;  99,  99,  99,  99,  99,  99,  99,  99]
Time:      13857  NODE1: [ 99, -62, -53, -51, -55, -56, -58,  99; -63,  99, -64, -63, -67, -78, -60,  99; -53, -64,  99, -55, -54, -57, -57,  99; -53, -64, -57,  99, -55, -44, -60,  99; -55, -65, -53, -54,  99, -46, -69,  99; -55, -77, -56, -43, -47,  99, -79,  99; -57, -57, -55, -62, -68, -77,  99,  99;  99,  99,  99,  99,  99,  99,  99,  99]
Time:      13900  NODE1: [ 99, -66, -52, -51, -55, -56, -58,  99; -67,  99, -65, -65, -67, -74, -60,  99; -52, -64,  99, -54, -54, -56, -57,  99; -52, -65, -55,  99, -57, -44, -60,  99; -55, -65, -52, -55,  99, -46, -69,  99; -55, -73, -55, -43, -47,  99, -78,  99; -57, -57, -57, -58, -69, -76,  99,  99;  99,  99,  99,  99,  99,  99,  99,  99]
Time:      13943  NODE1: [ 99, -59, -53, -53, -56, -55, -59,  99; -58,  99, -66, -67, -66, -78, -60,  99; -53, -68,  99, -53, -54, -56, -57,  99; -54, -67, -55,  99, -55, -44, -60,  99; -55, -63, -53, -54,  99, -46, -69,  99; -55, -80, -55, -43, -47,  99, -80,  99; -57, -57, -56, -60, -67, -78,  99,  99;  99,  99,  99,  99,  99,  99,  99,  99]
Time:      13986  NODE1: [ 99, -58, -53, -53, -56, -55, -57,  99; -58,  99, -69, -64, -65, -88, -60,  99; -53, -69,  99, -53, -54, -55, -57,  99; -54, -64, -54,  99, -56, -44, -60,  99; -55, -63, -53, -54,  99, -46, -69,  99; -55, -87, -55, -43, -46,  99, -79,  99; -56, -60, -56, -57, -68, -78,  99,  99;  99,  99,  99,  99,  99,  99,  99,  99]
Time:      14029  NODE1: [ 99, -59, -53, -53, -56, -55, -58,  99; -60,  99, -66, -75, -65, -81, -60,  99; -53, -66,  99, -53, -54, -55, -57,  99; -54, -67, -54,  99, -55, -44, -60,  99; -55, -63, -53, -54,  99, -46, -69,  99; -55, -84, -55, -43, -47,  99, -79,  99; -56, -57, -55, -57, -69, -77,  99,  99;  99,  99,  99,  99,  99,  99,  99,  99]
Time:      14072  NODE1: [ 99, -57, -53, -53, -56, -55, -57,  99; -57,  99, -67, -79, -65, -81, -60,  99; -53, -66,  99, -53, -54, -56, -57,  99; -54, -76, -54,  99, -56, -44, -60,  99; -55, -63, -53, -54,  99, -46, -69,  99; -55, -78, -55, -43, -47,  99, -79,  99; -55, -58, -56, -58, -68, -78,  99,  99;  99,  99,  99,  99,  99,  99,  99,  99]
Time:      14115  NODE1: [ 99, -61, -53, -53, -56, -55, -58,  99; -62,  99, -81, -74, -64, -78, -60,  99; -53, -78,  99, -53, -54, -55, -57,  99; -54, -84, -55,  99, -56, -44, -60,  99; -55, -63, -53, -54,  99, -46, -69,  99; -55, -78, -55, -43, -47,  99, -80,  99; -57, -59, -56, -58, -69, -78,  99,  99;  99,  99,  99,  99,  99,  99,  99,  99]
Time:      14158  NODE1: [ 99, -60, -53, -52, -55, -56, -59,  99; -61,  99, -67, -67, -67, -75, -60,  99; -53, -66,  99, -53, -54, -55, -57,  99; -53, -67, -54,  99, -55, -44, -60,  99; -55, -64, -53, -54,  99, -46, -69,  99; -55, -75, -55, -43, -47,  99, -79,  99; -57, -57, -56, -58, -70, -78,  99,  99;  99,  99,  99,  99,  99,  99,  99,  99]
Time:      14201  NODE1: [ 99, -61, -53, -53, -55, -55, -58,  99; -62,  99, -66, -67, -66, -75, -60,  99; -53, -65,  99, -53, -54, -55, -57,  99; -54, -68, -54,  99, -55, -44, -60,  99; -55, -64, -53, -54,  99, -46, -69,  99; -55, -76, -55, -43, -47,  99, -79,  99; -57, -57, -57, -58, -69, -78,  99,  99;  99,  99,  99,  99,  99,  99,  99,  99]
Time:      14244  NODE1: [ 99, -62, -53, -53, -56, -55, -58,  99; -63,  99, -65, -68, -67, -79, -60,  99; -53, -65,  99, -53, -54, -56, -57,  99; -54, -67, -54,  99, -55, -44, -60,  99; -55, -66, -52, -54,  99, -46, -69,  99; -55, -78, -55, -43, -46,  99, -78,  99; -56, -57, -56, -58, -69, -76,  99,  99;  99,  99,  99,  99,  99,  99,  99,  99]
Time:      14287  NODE1: [ 99, -63, -53, -53, -55, -55, -58,  99; -64,  99, -67, -69, -68, -76, -60,  99; -53, -66,  99, -53, -54, -55, -57,  99; -54, -69, -54,  99, -55, -44, -60,  99; -54, -65, -53, -54,  99, -46, -69,  99; -55, -75, -55, -43, -47,  99, -78,  99; -57, -57, -57, -58, -69, -76,  99,  99;  99,  99,  99,  99,  99,  99,  99,  99]
Time:      14330  NODE1: [ 99, -63, -53, -53, -55, -55, -58,  99; -64,  99, -66, -69, -71, -78, -60,  99; -53, -66,  99, -53, -54, -56, -57,  99; -54, -70, -54,  99, -55, -44, -60,  99; -55, -68, -53, -54,  99, -46, -69,  99; -55, -77, -55, -43, -46,  99, -79,  99; -57, -57, -56, -57, -69, -77,  99,  99;  99,  99,  99,  99,  99,  99,  99,  99]
Time:      14373  NODE1: [ 99, -62, -53, -54, -57, -55, -58,  99; -63,  99, -68, -61, -66, -78, -60,  99; -53, -66,  99, -53, -54, -55, -57,  99; -55, -62, -54,  99, -55, -44, -60,  99; -55, -63, -53, -54,  99, -46, -69,  99; -55, -76, -55, -43, -47,  99, -80,  99; -56, -57, -56, -59, -68, -78,  99,  99;  99,  99,  99,  99,  99,  99,  99,  99]
Time:      14416  NODE1: [ 99, -61, -53, -53, -56, -55, -57,  99; -62,  99, -69, -73, -64, -78, -60,  99; -53, -69,  99, -53, -54, -55, -57,  99; -54, -73, -54,  99, -56, -44, -60,  99; -55, -61, -53, -54,  99, -46, -69,  99; -55, -78, -55, -43, -47,  99, -80,  99; -56, -60, -56, -57, -69, -78,  99,  99;  99,  99,  99,  99,  99,  99,  99,  99]
Time:      14459  NODE1: [ 99, -54, -53, -53, -57, -55, -58,  99; -55,  99, -72, -69, -66, -76, -60,  99; -54, -73,  99, -53, -54, -55, -57,  99; -55, -70, -54,  99, -56, -44, -60,  99; -55, -63, -53, -54,  99, -46, -69,  99; -55, -75, -55, -43, -47,  99, -79,  99; -57, -61, -56, -58, -68, -77,  99,  99;  99,  99,  99,  99,  99,  99,  99,  99]
Time:      14502  NODE1: [ 99, -60, -53, -53, -56, -55, -58,  99; -61,  99, -76, -69, -65, -75, -60,  99; -53, -78,  99, -53, -54, -55, -57,  99; -54, -75, -54,  99, -55, -44, -60,  99; -55, -63, -53, -54,  99, -46, -69,  99; -55, -81, -55, -43, -46,  99, -79,  99; -57, -58, -56, -58, -69, -78,  99,  99;  99,  99,  99,  99,  99,  99,  99,  99]
Time:      14552  NODE1: [ 99, -60, -53, -53, -56, -55, -58,  99; -61,  99, -76, -69, -65, -75, -60,  99; -53, -78,  99, -53, -54, -55, -57,  99; -54, -75, -54,  99, -55, -44, -60,  99; -55, -63, -53, -54,  99, -46, -69,  99; -55, -81, -55, -43, -46,  99, -79,  99; -57, -57, -56, -57, -68, -78,  99,  99;  99,  99,  99,  99,  99,  99,  99,  99]
