Time:      11487  NODE1: [ 99, -60, -55, -49, -57, -55, -59,  99; -61,  99, -66, -66, -66, -80, -60,  99; -55, -65,  99, -54, -54, -55, -58,  99; -51, -66, -55,  99, -55, -44, -61,  99; -55, -63, -53, -53,  99, -46, -69,  99; -55, -80, -55, -43, -47,  99, -80,  99; -58, -57, -56, -58, -69, -78,  99,  99;  99,  99,  99,  99,  99,  99,  99,  99]
Time:      11529  NODE1: [ 99, -61, -55, -49, -57, -55, -59,  99; -61,  99, -66, -65, -65, -80, -60,  99; -55, -65,  99, -54, -54, -55, -58,  99; -51, -66, -55,  99, -55, -44, -61,  99; -55, -63, -53, -53,  99, -46, -69,  99; -55, -80, -55, -43, -47,  99, -80,  99; -58, -57, -55, -58, -69, -78,  99,  99;  99,  99,  99,  99,  99,  99,  99,  99]
Time:      11575  NODE1: [ 99, -59, -53, -52, -57, -55, -58,  99; -61,  99, -66, -66, -66,  80,  39, 103; -53, -65,  99, -53, -54, -55, -57,  99; -53, -66, -55,  99, -55, -44, -61,  99; -56, -63, -53, -54,  99, -46, -69,  99; -55, -80, -55, -43, -47,  99, -80,  99; -58, -57, -55, -58, -69, -78,  99,  99;  99,  99,  99,  99,  99,  99,  99,  99]
Time:      11616  NODE1: [ 99, -61, -50, -52, -55, -56, -59,  99; -61,  99, -65, -66, -66, -80, -60,  99; -50, -65,  99, -54, -54, -55, -57,  99; -53, -66, -55,  99, -55, -44, -61,  99; -55, -63, -53, -54,  99, -46, -69,  99; -56, -81, -55, -43, -47,  99, -80,  99; -57, -57, -55, -58, -69, -78,  99,  99;  99,  99,  99,  99,  99,  99,  99,  99]
Time:      11662  NODE1: [ 99, -61, -54, -53, -56, -56, -58,  99; -61,  99, -65, -66, -66, -80, -60,  99; -54, -65,  99, -53, -54, -55, -58,  99; -54, -66, -54,  99, -55, -44, -61,  99; -55, -63, -52, -54,  99, -46, -69,  99; -56, -81, -55, -43, -47,  99, -80,  99; -56, -58, -55, -58, -69, -77,  99,  99;  99,  99,  99,  99,  99,  99,  99,  99]
Time:      11703  NODE1: [ 99, -64, -54, -51, -55, -55, -58,  99; -65,  99, -65, -66, -64, -78, -58,  99; -54, -66,  99, -52, -54, -55, -58,  99; -55, -67, -54,  99, -55, -44, -61,  99; -54, -63, -53, -54,  99, -46, -69,  99; -55, -77, -55, -43, -47,  99, -81,  99; -57, -57, -56, -57, -69, -79,  99,  99;  99,  99,  99,  99,  99,  99,  99,  99]
Time:      11749  NODE1: [ 99, -58, -54, -53, -56, -55, -58,  99; -60,  99, -65, -66, -66, -78, -59,  99; -54, -66,  99, -52, -54, -55, -58,  99; -55, -66, -54,  99, -56, -44, -61,  99; -55, -63, -53, -54,  99, -46, -69,  99; -55, -77, -55, -43, -47,  99, -81,  99; -57, -57, -57, -58, -69, -79,  99,  99;  99,  99,  99,  99,  99,  99,  99,  99]
Time:      11792  NODE1: [ 99, -61, -54, -53, -56, -55, -58,  99; -62,  99, -65, -66, -66, -79, -59,  99; -54, -64,  99, -53, -54, -56, -58,  99; -55, -66, -54,  99, -56, -44, -61,  99; -55, -63, -53, -54,  99, -46, -69,  99; -55, -77, -55, -43, -47,  99, -81,  99; -57, -57, -56, -58, -69, -79,  99,  99;  99,  99,  99,  99,  99,  99,  99,  99]
Time:      11835  NODE1: [ 99, -61, -54, -54, -56, -55, -58,  99; -62,  99, -65, -64, -64, -79, -59,  99; -54, -64,  99, -53, -54, -55, -58,  99; -53, -65, -54,  99, -56, -44, -61,  99; -55, -63, -53, -54,  99, -46, -69,  99; -55, -79, -55, -43, -47,  99, -79,  99; -57, -57, -56, -57, -69, -78,  99,  99;  99,  99,  99,  99,  99,  99,  99,  99]
Time:      11880  NODE1: [ 99, -60, -52, -53, -56, -55, -58,  99; -61,  99, -65, -64, -65, -80, -60,  99; -54, -65,  99, -53, -54, -55, -58,  99; -54, -65, -54,  99, -56, -45, -61,  99; -55, -63, -53, -54,  99, -46, -69,  99; -55, -79, -55, -43, -47,  99, -80,  99; -57, -57, -56, -58, -69, -78,  99,  99;  99,  99,  99,  99,  99,  99,  99,  99]
Time:      11925  NODE1: [ 99, -60, -54, -53, -56, -55, -58,  99; -61,  99, -65, -64, -65, -80, -60,  99; -54, -65,  99, -53, -54, -55, -58,  99; -54, -65, -54,  99, -55, -44, -61,  99; -55, -63, -53, -54,  99, -46, -69,  99; -55, -79, -55, -42, -47,  99, -80,  99; -57, -57, -56, -57, -67, -78,  99,  99;  99,  99,  99,  99,  99,  99,  99,  99]
Time:      11970  NODE1: [ 99, -60, -54, -53, -56, -55, -58,  99; -61,  99, -64, -64, -65, -80, -58,  99; -53, -65,  99, -53, -54, -57, -58,  99; -54, -65, -54,  99, -55, -44, -61,  99; -55, -63, -53, -54,  99, -46, -69,  99; -55, -79, -55, -43, -47,  99, -80,  99; -57, -57, -55, -58, -67, -79,  99,  99;  99,  99,  99,  99,  99,  99,  99,  99]
Time:      12013  NODE1: [ 99, -58, -54, -53, -55, -55, -58,  99; -60,  99, -64, -64, -66, -80, -58,  99; -54, -64,  99, -52, -54, -55, -58,  99; -54, -65, -55,  99, -55, -44, -61,  99; -55, -64, -53, -54,  99, -46, -69,  99; -55, -79, -55, -43, -47,  99, -80,  99; -57, -57, -56, -58, -69, -79,  99,  99;  99,  99,  99,  99,  99,  99,  99,  99]
Time:      12056  NODE1: [ 99, -61, -53, -53, -55, -55, -59,  99; -62,  99, -64, -62, -66, -79, -58,  99; -53, -64,  99, -52, -52, -55, -58,  99; -54, -64, -55,  99, -55, -44, -61,  99; -55, -64, -53, -54,  99, -46, -69,  99; -55, -78, -55, -43, -47,  99, -81,  99; -57, -57, -56, -58, -69, -78,  99,  99;  99,  99,  99,  99,  99,  99,  99,  99]
Time:      12099  NODE1: [ 99, -60, -53, -50, -56, -55, -58,  99; -61,  99, -65, -62, -66, -81, -60,  99; -54, -65,  99, -52, -52, -55, -57,  99; -58, -66, -54,  99, -55, 101,  83,  99; -55, -63, -53, -54,  99, -45, -69,  99; -55, -79, -55, -43, -47,  99, -81,  99; -56, -57, -55, -58, -69, -79,  99,  99;  99,  99,  99,  99,  99,  99,  99,  99]
Time:      12144  NODE1: [ 99, -60, -54, -51, -56, -55, -58,  99; -61,  99, -65, -65, -66, -81, -60,  99; -54, -64,  99, -53, -52, -55, -57,  99; -53, -66, -54,  99, -55, -44, -61,  99; -55, -63, -53, -54,  99, -45, -69,  99; -55, -77, -55, -43, -47,  99, -81,  99; -56, -57, -55, -58, -69, -79,  99,  99;  99,  99,  99,  99,  99,  99,  99,  99]
Time:      12189  NODE1: [ 99, -60, -53, -51, -55, -55, -58,  99; -61,  99, -65, -65, -66, -81, -60,  99; -53, -64,  99, -52, -54, -55, -58,  99; -53, -66, -54,  99, -55, -44, -61,  99; -55, -64, -53, -54,  99, -46, -69,  99; -55, -77, -55, -43, -47,  99, -81,  99; -57, -57, -56, -57, -69, -79,  99,  99;  99,  99,  99,  99,  99,  99,  99,  99]
Time:      12234  NODE1: [ 99, -60, -53, -53, -55, -55, -58,  99; -61,  99, -65, -65, -66, -81, -60,  99; -53, -64,  99, -53, -54, -55, -58,  99; -54, -66, -54,  99, -55, -44, -61,  99; -54, -64, -53, -54,  99, -46, -69,  99; -55, -77, -55, -43, -47,  99, -81,  99; -57, -56, -57, -58, -67, -79,  99,  99;  99,  99,  99,  99,  99,  99,  99,  99]
Time:      12275  NODE1: [ 99, -67, -53, -52, -55, -56, -58,  99; -67,  99, -66, -64, -69, -78, -60,  99; -53, -66,  99, -53, -54, -55, -58,  99; -53, -64, -54,  99, -55, -45, -61,  99; -54, -66, -53, -54,  99, -46, -69,  99; -55, -78, -55, -43, -46,  99, -80,  99; -58, -57, -56, -58, -69, -78,  99,  99;  99,  99,  99,  99,  99,  99,  99,  99]
Time:      12317  NODE1: [ 99, -64, -50, -52, -57, -55, -58,  99; -65,  99, -67, -65, -67, -78, -60,  99; -50, -67,  99, -55, -53, -55, -58,  99; -53, -65, -54,  99, -56, -44, -67,  99; -55, -64, -53, -54,  99, -46, -69,  99; -55, -79, -56, -43, -47,  99, -78,  99; -56, -57, -55, -62, -69, -76,  99,  99;  99,  99,  99,  99,  99,  99,  99,  99]
Time:      12359  NODE1: [ 99, -63, -52, -58, -56, -54, -58,  99; -64,  99, -64, -66, -66, -80, -60,  99; -52, -64,  99, -52, -54, -56, -58,  99; -58, -67, -54,  99, -56, -44, -60,  99; -55, -64, -53, -54,  99, -46, -70,  99; -54, -79, -56, -43, -46,  99, -79,  99; -57, -57, -56, -57, -69, -78,  99,  99;  99,  99,  99,  99,  99,  99,  99,  99]
Time:      12403  NODE1: [ 99, -60, -54, -51, -56, -55, -58,  99; -61,  99, -66, -66, -66, -79, -60,  99; -54, -66,  99, -54, -54, -56, -58,  99; -52, -67, -55,  99, -55, -44, -60,  99; -55, -64, -53, -54,  99, -46, -69,  99; -54, -78, -55, -43, -46,  99, -80,  99; -57, -57, -56, -57, -69, -78,  99,  99;  99,  99,  99,  99,  99,  99,  99,  99]
Time:      12444  NODE1: [ 99, -61, -52, -51, -56, -55, -58,  99; -62,  99, -66, -66, -66, -78, -59,  99; -52, -66,  99, -53, -54, -55, -58,  99; -52, -67, -54,  99, -55, -44, -61,  99; -55, -63, -52, -54,  99, -46, -69,  99; -54, -77, -55, -43, -46,  99, -79,  99; -57, -57, -56, -57, -69, -78,  99,  99;  99,  99,  99,  99,  99,  99,  99,  99]
Time:      12486  NODE1: [ 99, -62, -52, -51, -56, -55, -58,  99; -63,  99, -66, -66, -65, -78, -60,  99; -52, -66,  99, -53, -54, -55, -58,  99; -52, -67, -54,  99, -55, -44, -61,  99; -55, -63, -52, -54,  99, -46, -69,  99; -55, -77, -55, -43, -47,  99, -79,  99; -57, -57, -56, -57, -69, -78,  99,  99;  99,  99,  99,  99,  99,  99,  99,  99]
Time:      12528  NODE1: [ 99, -62, -53, -52, -57, -55, -58,  99; -63,  99, -66, -66, -65, -78, -60,  99; -53, -66,  99, -53, -54, -55, -58,  99; -53, -67, -54,  99, -55, -44, -61,  99; -55, -64, -52, -53,  99, -46, -69,  99; -55, -77, -55, -43, -47,  99, -80,  99; -57, -57, -56, -57, -69, -78,  99,  99;  99,  99,  99,  99,  99,  99,  99,  99]
Time:      12570  NODE1: [ 99, -62, -53, -52, -56, -55, -58,  99; -63,  99, -66, -66, -66, -78, -60,  99; -53, -66,  99, -53, -54, -55, -58,  99; -53, -67, -54,  99, -55, -44, -60,  99; -55, -63, -52, -54,  99, -46, -69,  99; -55, -77, -55, -43, -47,  99, -79,  99; -57, -57, -55, -57, -69, -78,  99,  99;  99,  99,  99,  99,  99,  99,  99,  99]
Time:      12612  NODE1: [ 99, -61, -53, -51, -57, -55, -58,  99; -62,  99, -66, -66, -65, -78, -59,  99; -53, -66,  99, -53, -54, -55, -58,  99; -53, -67, -54,  99, -55, -44, -60,  99; -55, -64, -52, -54,  99, -46, -69,  99; -55, -77, -55, -43, -47,  99, -80,  99; -56, -57, -56, -57, -69, -78,  99,  99;  99,  99,  99,  99,  99,  99,  99,  99]
Time:      12654  NODE1: [ 99, -61, -53, -51, -56, -55, -58,  99; -62,  99, -66, -66, -65, -78, -60,  99; -53, -66,  99, -53, -54, -55, -58,  99; -52, -67, -54,  99, -55, -44, -61,  99; -55, -63, -52, -54,  99, -46, -69,  99; -54, -77, -55, -43, -46,  99, -79,  99; -57, -57, -56, -57, -69, -78,  99,  99;  99,  99,  99,  99,  99,  99,  99,  99]
Time:      12696  NODE1: [ 99, -61, -54, -51, -56, -55, -58,  99; -61,  99, -66, -66, -66, -78, -60,  99; -54, -66,  99, -53, -54, -55, -58,  99; -51, -67, -54,  99, -55, -44, -61,  99; -55, -63, -52, -54,  99, -46, -69,  99; -55, -78, -55, -43, -46,  99, -79,  99; -57, -57, -56, -57, -69, -78,  99,  99;  99,  99,  99,  99,  99,  99,  99,  99]
Time:      12738  NODE1: [ 99, -61, -53, -51, -57, -55, -58,  99; -62,  99, -66, -66, -66, -78, -60,  99; -53, -66,  99, -53, -54, -55, -57,  99; -52, -67, -54,  99, -55, -44, -60,  99; -55, -63, -53, -54,  99, -46, -69,  99; -55, -77, -55, -43, -47,  99, -79,  99; -57, -57, -55, -57, -69, -78,  99,  99;  99,  99,  99,  99,  99,  99,  99,  99]
Time:      12782  NODE1: [ 99, -61, -52, -51, -57, -55, -58,  99; -62,  99, -66, -66, -66, -78, -60,  99; -52, -66,  99, -54, -54, -55, -57,  99; -52, -67, -55,  99, -55, -44, -60,  99; -55, -63, -52, -54,  99, -46, -69,  99; -55, -78, -55, -43, -47,  99, -79,  99; -57, -57, -55, -57, -69, -78,  99,  99;  99,  99,  99,  99,  99,  99,  99,  99]
Time:      12825  NODE1: [ 99, -61, -51, -51, -57, -55, -58,  99; -62,  99, -67, -66, -66, -78, -60,  99; -51, -66,  99, -53, -54, -55, -57,  99; -53, -67, -55,  99, -55, -44, -60,  99; -55, -63, -52, -54,  99, -46, -69,  99; -55, -78, -55, -43, -47,  99, -80,  99; -57, -57, -55, -57, -69, -78,  99,  99;  99,  99,  99,  99,  99,  99,  99,  99]
Time:      12868  NODE1: [ 99, -61, -51, -51, -56, -55, -58,  99; -61,  99, -66, -67, -66, -78, -60,  99; -51, -66,  99, -54, -54, -55, -57,  99; -52, -68, -55,  99, -55, -44, -60,  99; -55, -63, -53, -54,  99, -46, -69,  99; -54, -78, -55, -43, -46,  99, -80,  99; -57, -57, -55, -57, -69, -78,  99,  99;  99,  99,  99,  99,  99,  99,  99,  99]
Time:      12911  NODE1: [ 99, -61, -52, -51, -56, -55, -58,  99; -62,  99, -66, -67, -65, -78, -60,  99; -52, -66,  99, -54, -54, -55, -57,  99; -52, -67, -55,  99, -55, -44, -60,  99; -55, -63, -52, -54,  99, -46, -69,  99; -54, -78, -55, -43, -47,  99, -79,  99; -57, -57, -56, -58, -69, -78,  99,  99;  99,  99,  99,  99,  99,  99,  99,  99]
Time:      12954  NODE1: [ 99, -61, -52, -51, -56, -55, -58,  99; -62,  99, -66, -67, -66, -79, -60,  99; -52, -66,  99, -54, -54, -55, -57,  99; -52, -67, -55,  99, -55, -44, -60,  99; -55, -63, -53, -53,  99, -46, -69,  99; -54, -78, -55, -43, -47,  99, -80,  99; -57, -57, -55, -57, -69, -79,  99,  99;  99,  99,  99,  99,  99,  99,  99,  99]
Time:      12997  NODE1: [ 99, -61, -52, -51, -56, -54, -58,  99; -62,  99, -66, -67, -65, -79, -60,  99; -52, -66,  99, -54, -54, -55, -57,  99; -52, -67, -55,  99, -55, -44, -60,  99; -55, -63, -53, -53,  99, -46, -69,  99; -54, -78, -55, -43, -47,  99, -80,  99; -57, -57, -55, -57, -69, -78,  99,  99;  99,  99,  99,  99,  99,  99,  99,  99]
Time:      13040  NODE1: [ 99, -61, -52, -51, -56, -55, -58,  99; -61,  99, -66, -66, -66, -78, -60,  99; -52, -66,  99, -54, -54, -55, -57,  99; -51, -67, -55,  99, -55, -44, -60,  99; -55, -63, -52, -54,  99, -46, -69,  99; -55, -78, -55, -43, -47,  99, -80,  99; -57, -57, -55, -57, -69, -78,  99,  99;  99,  99,  99,  99,  99,  99,  99,  99]
Time:      13083  NODE1: [ 99, -61, -52, -50, -55, -55, -58,  99; -61,  99, -67, -66, -66, -78, -60,  99; -52, -67,  99, -54, -54, -55, -57,  99; -51, -67, -55,  99, -55, -44, -60,  99; -55, -63, -53, -54,  99, -46, -69,  99; -54, -78, -55, -43, -47,  99, -80,  99; -57, -57, -56, -57, -69, -78,  99,  99;  99,  99,  99,  99,  99,  99,  99,  99]
Time:      13126  NODE1: [ 99, -61, -51, -51, -55, -54, -58,  99; -61,  99, -67, -66, -66, -79, -60,  99; -51, -67,  99, -54, -54, -55, -57,  99; -51, -67, -55,  99, -55, -44, -60,  99; -55, -63, -53, -53,  99, -46, -69,  99; -54, -78, -55, -43, -47,  99, -80,  99; -56, -57, -56, -57, -69, -78,  99,  99;  99,  99,  99,  99,  99,  99,  99,  99]
Time:      13169  NODE1: [ 99, -60, -53, -49, -56, -54, -58,  99; -61,  99, -67, -66, -66, -79, -60,  99; -53, -67,  99, -54, -54, -55, -57,  99; -51, -67, -55,  99, -55, -44, -60,  99; -55, -64, -53, -54,  99, -46, -69,  99; -54, -78, -55, -43, -46,  99, -80,  99; -57, -57, -56, -57, -69, -78,  99,  99;  99,  99,  99,  99,  99,  99,  99,  99]
